In welchem Studiengang bis du immatrikuliert?,In welchem Abschnitt deines Studiums befindest du dich?,"Wenn am nächsten Sonntag Landtagswahl wäre, welche Partei würdest du wählen?",Planst du am 7. Mai zur Wahl zu gehen?,Hast du bei der Landtagswahl 2012 auch schon in Schleswig-Holstein gewählt?,Welche Partei hast du bei der Landtagswahl 2012 gewählt?,"Bitte wähle alle Themen, die bei deiner diesjährigen Wahl entscheidend sind. [Arbeitsmarktpolitik]","Bitte wähle alle Themen, die bei deiner diesjährigen Wahl entscheidend sind. [Asyl- und Flüchtlingspolitik]","Bitte wähle alle Themen, die bei deiner diesjährigen Wahl entscheidend sind. [Bildungspolitik]","Bitte wähle alle Themen, die bei deiner diesjährigen Wahl entscheidend sind. [Bürgerbeteiligung]","Bitte wähle alle Themen, die bei deiner diesjährigen Wahl entscheidend sind. [Digitale Gesellschaft]","Bitte wähle alle Themen, die bei deiner diesjährigen Wahl entscheidend sind. [Familienförderung]","Bitte wähle alle Themen, die bei deiner diesjährigen Wahl entscheidend sind. [Finanzpolitik]","Bitte wähle alle Themen, die bei deiner diesjährigen Wahl entscheidend sind. [Gesundheitspolitik]","Bitte wähle alle Themen, die bei deiner diesjährigen Wahl entscheidend sind. [Gleichstellung]","Bitte wähle alle Themen, die bei deiner diesjährigen Wahl entscheidend sind. [Kultur]","Bitte wähle alle Themen, die bei deiner diesjährigen Wahl entscheidend sind. [Landesübergreifende Zusammenarbeit]","Bitte wähle alle Themen, die bei deiner diesjährigen Wahl entscheidend sind. [Sicherheitspolitik]","Bitte wähle alle Themen, die bei deiner diesjährigen Wahl entscheidend sind. [Tourismus]","Bitte wähle alle Themen, die bei deiner diesjährigen Wahl entscheidend sind. [Umweltpolitik]","Bitte wähle alle Themen, die bei deiner diesjährigen Wahl entscheidend sind. [Universitäten]","Bitte wähle alle Themen, die bei deiner diesjährigen Wahl entscheidend sind. [Verbraucherschutz]","Bitte wähle alle Themen, die bei deiner diesjährigen Wahl entscheidend sind. [Verkehrspolitik]","Bitte wähle alle Themen, die bei deiner diesjährigen Wahl entscheidend sind. [Weiterbildung]","Bitte wähle alle Themen, die bei deiner diesjährigen Wahl entscheidend sind. [Wirtschaftspolitik]","Bitte gib an, wie sehr du den folgenden Aussagen zustimmst.
Die 10 Aussagen stammen aus den Wahlprogrammen der bei der Landtagswahl antretenden Parteien. [Die Arbeitsbedingungen der studentischen und wissenschaftlichen Hilfskräfte sind uns wichtig. Daher werden wir uns dafür einsetzen, dass die Studierenden im Personalrat eine Vertretung erhalten.]","Bitte gib an, wie sehr du den folgenden Aussagen zustimmst.
Die 10 Aussagen stammen aus den Wahlprogrammen der bei der Landtagswahl antretenden Parteien. [Wir wollen eine ""Garagen-Wirtschaftsgründerkultur"" in Schleswig-Holstein im Sinne eines ""Silicon-Förde"" und einer ""IT-Region Wattenmeer"" etablieren.]","Bitte gib an, wie sehr du den folgenden Aussagen zustimmst.
Die 10 Aussagen stammen aus den Wahlprogrammen der bei der Landtagswahl antretenden Parteien. [Wir wollen das atomar-fossile Energiezeitalter schnell beenden. Umwelt-, Ressourcen- und Klimaschutz verlangen von uns auch einen Ausstieg aus der Kohleenergienutzung.]","Bitte gib an, wie sehr du den folgenden Aussagen zustimmst.
Die 10 Aussagen stammen aus den Wahlprogrammen der bei der Landtagswahl antretenden Parteien. [Wir werden den konfessionsgebundenen Religionsunterricht unbedingt erhalten [und] uns für einen konfessionsgebundenen muslimischen Religionsunterricht unter staatlicher Aufsicht in deutscher Sprache einsetzen.]","Bitte gib an, wie sehr du den folgenden Aussagen zustimmst.
Die 10 Aussagen stammen aus den Wahlprogrammen der bei der Landtagswahl antretenden Parteien. [Wir werden ein landesweites Semesterticket für alle Studentinnen und Studenten einführen, das auch Berufsschülerinnen und Berufsschülern offen steht.]","Bitte gib an, wie sehr du den folgenden Aussagen zustimmst.
Die 10 Aussagen stammen aus den Wahlprogrammen der bei der Landtagswahl antretenden Parteien. [Wir fordern, dass alle Studierenden mit einem Bachelorabschluss einen Rechtsanspruch auf einen Masterstudienplatz haben.]","Bitte gib an, wie sehr du den folgenden Aussagen zustimmst.
Die 10 Aussagen stammen aus den Wahlprogrammen der bei der Landtagswahl antretenden Parteien. [Gleichstellungsbeauftragte sind überflüssig.]","Bitte gib an, wie sehr du den folgenden Aussagen zustimmst.
Die 10 Aussagen stammen aus den Wahlprogrammen der bei der Landtagswahl antretenden Parteien. [Wir wollen, dass Schleswig-Holstein sich dafür einsetzt, dass der Erwerb und Besitz von Cannabis zum eigenen Konsum langfristig nicht mehr strafbar ist.]","Bitte gib an, wie sehr du den folgenden Aussagen zustimmst.
Die 10 Aussagen stammen aus den Wahlprogrammen der bei der Landtagswahl antretenden Parteien. [Wir werden uns für das Prinzip des Equal Pay (Gleicher Lohn für gleichwertige Arbeit) einsetzen und dafür werben, dass deutlich mehr Frauen in Führungspositionen gelangen.]","Bitte gib an, wie sehr du den folgenden Aussagen zustimmst.
Die 10 Aussagen stammen aus den Wahlprogrammen der bei der Landtagswahl antretenden Parteien. [Unser Ziel ist es, dass mehr junge Frauen sich in den MINT-Bereich trauen und mehr junge Männer soziale Berufe wagen.]"
Infection Biology,Master,CDU,Ich gehe zur Wahl und stimme für eine Partei.,Ja,SPD,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Stimme zu,Keine Meinung,Stimme eher zu,Stimme eher zu,Keine Meinung,Stimme nicht zu,Stimme nicht zu,Stimme nicht zu,Stimme eher zu,Stimme eher zu
Medizinische Ingenieurwissenschaft,Master,CDU,Ich gehe zur Wahl und stimme für eine Partei.,Ja,,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Stimme eher zu,Stimme eher nicht zu,Stimme eher zu,Stimme eher zu,Keine Meinung,Stimme eher nicht zu,Stimme eher zu,Stimme eher zu,Keine Meinung,Stimme eher zu
Humanmedizin,Klinik,GRÜNE,Ich gehe zur Wahl und stimme für eine Partei.,Nein,,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Stimme eher zu,Keine Meinung,Stimme zu,Stimme eher nicht zu,Stimme eher zu,Stimme eher nicht zu,Stimme nicht zu,Stimme eher zu,Stimme zu,Stimme zu
Molecular Life Science,Bachelor,GRÜNE,Ich gehe zur Wahl und stimme für eine Partei.,Nein,,Nein,Ja,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Ja,Stimme zu,Keine Meinung,Stimme zu,Keine Meinung,Stimme zu,Stimme eher zu,Stimme nicht zu,Stimme eher zu,Stimme eher zu,Keine Meinung
Medizinische Ingenieurwissenschaft,Master,SPD,Ich gehe zur Wahl und stimme für eine Partei.,Ja,SPD,Nein,Ja,Ja,Nein,Ja,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Stimme zu,Keine Meinung,Stimme zu,Stimme eher zu,Stimme eher zu,Stimme eher zu,Stimme eher nicht zu,Stimme eher zu,Stimme eher zu,Stimme eher zu
Medizinische Ingenieurwissenschaft,Master,CDU,Ich gehe zur Wahl und stimme für eine Partei.,Nein,,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Keine Meinung,Stimme eher nicht zu,Stimme nicht zu,Stimme eher nicht zu,Stimme eher zu,Stimme eher zu,Stimme eher nicht zu,Stimme eher zu,Stimme eher zu,Stimme eher zu
Informatik,Bachelor,DIE LINKE,Ich gehe zur Wahl und stimme für eine Partei.,Nein,,Nein,Ja,Ja,Nein,Ja,Nein,Ja,Ja,Nein,Nein,Ja,Ja,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Keine Meinung,Keine Meinung,Stimme eher zu,Stimme zu,Stimme zu,Stimme zu,Keine Meinung,Stimme nicht zu,Stimme eher zu,Stimme eher zu
Humanmedizin,Klinik,GRÜNE,Ich gehe zur Wahl und stimme für eine Partei.,Nein,,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Stimme zu,Keine Meinung,Stimme zu,Stimme eher zu,Stimme eher nicht zu,Stimme eher zu,Stimme nicht zu,Stimme eher zu,Stimme zu,Stimme zu
Mathematik in Medizin und Lebenswissenschaften,Master,GRÜNE,Ich gehe zur Wahl und stimme für eine Partei.,Ja,SPD,Nein,Ja,Ja,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Stimme eher zu,Keine Meinung,Stimme zu,Stimme eher zu,Stimme zu,Stimme eher zu,Stimme nicht zu,Keine Meinung,Stimme zu,Stimme zu
Humanmedizin,Klinik,DIE LINKE,Ich gehe zur Wahl und stimme für eine Partei.,Nein,,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Stimme zu,,Stimme zu,Stimme eher zu,Stimme zu,Stimme zu,Stimme eher nicht zu,Stimme eher nicht zu,Stimme eher zu,Stimme eher zu
Medieninformatik,Bachelor,SPD,Ich gehe zur Wahl und stimme für eine Partei.,Nein,,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Keine Meinung,,Stimme eher zu,Stimme nicht zu,Keine Meinung,Stimme zu,Keine Meinung,Stimme nicht zu,Stimme eher zu,Keine Meinung
Humanmedizin,Klinik,SPD,Ich gehe zur Wahl und stimme für eine Partei.,Nein,,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Stimme zu,Keine Meinung,Stimme zu,Stimme eher zu,Stimme nicht zu,Keine Meinung,Stimme nicht zu,Stimme eher zu,Stimme zu,Stimme zu
Informatik,Bachelor,CDU,Ich gehe zur Wahl und stimme für eine Partei.,Nein,,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Keine Meinung,Keine Meinung,Stimme eher nicht zu,Stimme eher zu,Stimme zu,Stimme nicht zu,Stimme nicht zu,Stimme nicht zu,Stimme eher nicht zu,Stimme eher zu
Molecular Life Science,Bachelor,SPD,Ich gehe zur Wahl und stimme für eine Partei.,Nein,,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Stimme eher zu,Stimme eher zu,Stimme eher zu,Stimme nicht zu,Stimme eher zu,Stimme eher nicht zu,Stimme eher zu,Stimme eher zu,Keine Meinung,Keine Meinung
Informatik,Bachelor,SPD,Ich gehe zur Wahl und stimme für eine Partei.,Ja,GRÜNE,Ja,Nein,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Stimme eher zu,Keine Meinung,Stimme zu,Stimme eher zu,Stimme eher nicht zu,Stimme nicht zu,Stimme eher nicht zu,Stimme nicht zu,Stimme zu,Stimme eher zu
Psychologie,Bachelor,GRÜNE,Ich gehe zur Wahl und stimme für eine Partei.,Nein,,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Stimme zu,Keine Meinung,Stimme zu,Stimme eher zu,Stimme zu,Stimme eher zu,Stimme nicht zu,Stimme eher zu,Stimme zu,Stimme zu
Informatik,Bachelor,DIE LINKE,Ich gehe zur Wahl und stimme für eine Partei.,Ja,DIE LINKE,Nein,Nein,Ja,Nein,Ja,Ja,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Stimme zu,Stimme zu,Stimme eher zu,Stimme eher nicht zu,Stimme eher zu,Keine Meinung,Stimme nicht zu,Stimme zu,Stimme zu,Stimme zu
Molecular Life Science,Bachelor,SPD,Ich gehe zur Wahl und stimme für eine Partei.,Nein,,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Ja,Stimme eher zu,Keine Meinung,Stimme zu,Stimme eher zu,Stimme eher zu,Stimme eher zu,Stimme nicht zu,Keine Meinung,Stimme zu,Stimme zu
Humanmedizin,Vorklinik,GRÜNE,,Nein,,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Keine Meinung,Keine Meinung,Stimme zu,Stimme zu,Stimme zu,Keine Meinung,Stimme nicht zu,Stimme eher zu,Stimme zu,Stimme zu
Medizinische Ingenieurwissenschaft,Master,CDU,Ich gehe zur Wahl und stimme für eine Partei.,Ja,CDU,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Stimme eher zu,Keine Meinung,Stimme eher zu,Keine Meinung,Stimme zu,Stimme eher zu,Stimme nicht zu,Stimme eher zu,Stimme eher zu,Stimme eher zu
Medizinische Ingenieurwissenschaft,Bachelor,CDU,Ich gehe zur Wahl und stimme für eine Partei.,Ja,CDU,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Keine Meinung,Keine Meinung,Stimme eher zu,Stimme eher zu,Stimme zu,Stimme eher zu,Stimme nicht zu,Stimme eher nicht zu,Stimme zu,Keine Meinung
Mathematik in Medizin und Lebenswissenschaften,Bachelor,GRÜNE,Ich gehe zur Wahl und stimme für eine Partei.,Nein,,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Nein,Ja,Ja,Nein,Keine Meinung,Stimme eher zu,Stimme zu,Stimme nicht zu,Stimme zu,Stimme eher zu,Stimme eher nicht zu,Keine Meinung,Stimme zu,Stimme eher nicht zu
Andere,Master,DIE LINKE,Ich gehe zur Wahl und stimme für eine Partei.,Ja,DIE LINKE,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Ja,Keine Meinung,Keine Meinung,Stimme eher zu,Stimme nicht zu,Stimme zu,Stimme eher zu,Keine Meinung,Keine Meinung,Stimme eher zu,Keine Meinung
Humanmedizin,Vorklinik,CDU,Ich gehe zur Wahl und stimme für eine Partei.,Nein,,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Ja,Nein,Nein,Nein,Ja,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Stimme zu,Stimme eher nicht zu,Stimme zu,Stimme nicht zu,Stimme eher zu,Keine Meinung,Stimme eher zu,Stimme eher nicht zu,Stimme eher zu,Stimme eher zu
Humanmedizin,Vorklinik,GRÜNE,Ich gehe zur Wahl und stimme für eine Partei.,Nein,,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Ja,Ja,Nein,Ja,Nein,Nein,Keine Meinung,Keine Meinung,Stimme zu,Stimme nicht zu,Stimme zu,Keine Meinung,Stimme nicht zu,Stimme eher zu,Stimme zu,Stimme eher zu
Humanmedizin,Klinik,GRÜNE,Ich gehe zur Wahl und stimme für eine Partei.,Ja,GRÜNE,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Stimme zu,Keine Meinung,Stimme zu,Stimme eher nicht zu,Stimme eher nicht zu,,Stimme nicht zu,Stimme eher nicht zu,Stimme zu,Stimme zu
Infection Biology,Master,GRÜNE,Ich gehe zur Wahl und stimme für eine Partei.,Nein,,Nein,Ja,Ja,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Stimme eher zu,Keine Meinung,Stimme zu,Keine Meinung,Stimme zu,Stimme nicht zu,Stimme eher nicht zu,Stimme zu,Stimme zu,Keine Meinung
Psychologie,Bachelor,SPD,Ich gehe zur Wahl und stimme für eine Partei.,Nein,,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Stimme eher zu,Keine Meinung,Stimme eher zu,Stimme zu,Stimme zu,Stimme zu,Stimme nicht zu,Stimme nicht zu,Stimme zu,Stimme eher zu
Humanmedizin,Klinik,SPD,Ich gehe zur Wahl und stimme für eine Partei.,Ja,GRÜNE,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Stimme zu,Stimme eher zu,Stimme zu,Stimme eher nicht zu,Stimme zu,Stimme zu,Stimme nicht zu,Stimme eher nicht zu,Stimme zu,Stimme zu
Medizinische Informatik,Bachelor,SPD,Ich gehe zur Wahl und stimme für eine Partei.,Nein,,Nein,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Ja,Ja,Nein,Ja,Nein,Nein,Stimme eher zu,Keine Meinung,Stimme zu,Stimme eher zu,Stimme zu,Stimme zu,Stimme eher nicht zu,Stimme eher nicht zu,Stimme eher zu,Keine Meinung
Humanmedizin,Vorklinik,SPD,Ich gehe zur Wahl und stimme für eine Partei.,Nein,,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Stimme eher zu,Stimme eher nicht zu,Stimme zu,Stimme eher zu,Stimme zu,Keine Meinung,Stimme nicht zu,Keine Meinung,Stimme eher nicht zu,Keine Meinung
Humanmedizin,Klinik,GRÜNE,Ich gehe zur Wahl und stimme für eine Partei.,Nein,,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Ja,Nein,Ja,Nein,Nein,Stimme eher zu,Stimme nicht zu,Stimme zu,Stimme eher nicht zu,Keine Meinung,Stimme eher zu,Keine Meinung,Keine Meinung,Stimme zu,Stimme eher zu
Psychologie,Bachelor,SPD,Ich gehe zur Wahl und stimme für eine Partei.,Nein,,Ja,Ja,Ja,Nein,Ja,Ja,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Ja,Ja,Nein,Nein,Ja,Ja,Stimme zu,Keine Meinung,Stimme zu,Keine Meinung,Stimme eher zu,Stimme eher zu,Keine Meinung,Stimme zu,Stimme eher zu,Stimme eher nicht zu
Medizinische Informatik,Bachelor,Andere,Ich gehe zur Wahl und stimme für eine Partei.,Nein,,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Ja,Stimme zu,Stimme eher zu,Stimme eher zu,Stimme eher nicht zu,Keine Meinung,Stimme eher nicht zu,Keine Meinung,Stimme eher zu,Stimme eher nicht zu,Stimme eher nicht zu
Medizinische Ingenieurwissenschaft,Anderes (z.B. Promotionsstudent),CDU,Ich gehe zur Wahl und stimme für eine Partei.,Nein,,Ja,Ja,Ja,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Ja,Stimme eher zu,Keine Meinung,Stimme eher zu,Stimme eher nicht zu,Stimme eher zu,Stimme eher nicht zu,Stimme eher zu,Stimme eher zu,Stimme eher zu,Stimme eher nicht zu
Molecular Life Science,Master,CDU,Ich gehe zur Wahl und stimme für eine Partei.,Ja,CDU,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Ja,Nein,Ja,Nein,Nein,Stimme zu,Stimme zu,Stimme zu,Stimme zu,Stimme zu,Stimme eher nicht zu,Stimme eher nicht zu,Stimme eher zu,,Stimme eher zu
Medizinische Ernährungswissenschaft,Bachelor,CDU,Ich gehe zur Wahl und stimme für eine Partei.,Nein,,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Stimme zu,,Stimme eher zu,Stimme zu,Stimme zu,Stimme zu,Stimme nicht zu,Stimme nicht zu,Keine Meinung,Keine Meinung
Medizinische Ingenieurwissenschaft,Bachelor,SPD,Ich gehe zur Wahl und stimme für eine Partei.,Nein,,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Stimme eher zu,Stimme eher zu,Stimme zu,Stimme eher zu,Stimme zu,Stimme eher zu,Stimme eher zu,Stimme zu,Keine Meinung,Stimme eher zu
Informatik,Bachelor,CDU,Ich gehe zur Wahl und stimme für eine Partei.,Nein,,Ja,Nein,Ja,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Stimme zu,Keine Meinung,Stimme eher zu,Keine Meinung,Stimme zu,Stimme zu,Stimme eher nicht zu,Keine Meinung,Stimme zu,Stimme eher zu
Humanmedizin,Klinik,CDU,Ich gehe zur Wahl und stimme für eine Partei.,Nein,,Nein,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Ja,Stimme eher zu,Stimme eher nicht zu,Stimme nicht zu,Stimme nicht zu,Stimme zu,Stimme eher nicht zu,Stimme zu,Stimme nicht zu,Stimme nicht zu,Stimme zu
Entrepreneurship in digitalen Technologien,Master,DIE LINKE,Ich gehe zur Wahl und stimme für eine Partei.,Ja,GRÜNE,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Nein,Nein,Ja,Ja,Nein,Ja,Nein,Ja,Ja,Nein,Nein,Ja,Stimme zu,Stimme eher zu,Stimme zu,Stimme eher zu,Stimme zu,Stimme nicht zu,Stimme eher nicht zu,Stimme zu,Stimme nicht zu,Stimme eher zu
Medizinische Ingenieurwissenschaft,Bachelor,GRÜNE,,Nein,,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Stimme zu,Keine Meinung,Stimme zu,Stimme eher zu,Stimme eher nicht zu,Stimme eher zu,Keine Meinung,Keine Meinung,Stimme eher zu,Keine Meinung
Medieninformatik,Bachelor,SPD,Ich gehe zur Wahl und stimme für eine Partei.,Nein,,Ja,Nein,Ja,Nein,Ja,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,,,,,,,,,,
Psychologie,Bachelor,SPD,Ich gehe zur Wahl und stimme für eine Partei.,Nein,,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Stimme eher zu,Keine Meinung,Stimme eher zu,Stimme eher zu,Stimme zu,Stimme zu,Stimme nicht zu,Keine Meinung,Stimme zu,Stimme eher nicht zu
Humanmedizin,Klinik,SPD,Ich gehe zur Wahl und stimme für eine Partei.,Ja,GRÜNE,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Keine Meinung,Stimme nicht zu,Stimme eher zu,Stimme eher nicht zu,Stimme eher zu,Stimme nicht zu,Stimme eher nicht zu,Keine Meinung,,Stimme eher zu
Medizinische Informatik,Master,DIE LINKE,Ich gehe zur Wahl und stimme für eine Partei.,Nein,,Nein,Ja,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Stimme eher zu,Stimme zu,Stimme zu,,Stimme zu,Stimme zu,Stimme nicht zu,Stimme eher zu,Stimme eher zu,Stimme zu
Medieninformatik,Bachelor,GRÜNE,Ich gehe zur Wahl und stimme für eine Partei.,Nein,,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Nein,Stimme eher zu,Stimme eher zu,Stimme zu,Stimme nicht zu,Stimme eher zu,Stimme zu,Stimme nicht zu,Keine Meinung,Stimme zu,Stimme zu
Mathematik in Medizin und Lebenswissenschaften,Master,GRÜNE,Ich gehe zur Wahl und stimme für eine Partei.,Ja,GRÜNE,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Stimme zu,Stimme eher zu,Stimme zu,,Stimme eher zu,Stimme eher zu,Stimme nicht zu,Stimme eher zu,Stimme zu,Stimme zu
Medieninformatik,Bachelor,SPD,,Nein,,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Stimme eher zu,Keine Meinung,Stimme zu,Keine Meinung,Stimme zu,Stimme zu,Stimme zu,Stimme eher nicht zu,Stimme zu,Keine Meinung
Medieninformatik,Bachelor,CDU,Ich gehe nicht zur Wahl.,Nein,,Ja,Ja,Ja,Nein,Ja,Nein,Ja,Ja,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Stimme eher zu,Keine Meinung,Stimme eher zu,Keine Meinung,Stimme zu,Stimme zu,Keine Meinung,Keine Meinung,Keine Meinung,Stimme eher zu
Humanmedizin,Klinik,SPD,Ich gehe zur Wahl und stimme für eine Partei.,Nein,,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Stimme zu,,Stimme eher zu,,Stimme zu,,,Stimme eher zu,,
Humanmedizin,Klinik,SPD,Ich gehe zur Wahl und stimme für eine Partei.,Ja,PIRATEN,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Stimme zu,Stimme eher zu,Stimme eher zu,Stimme eher nicht zu,Stimme zu,Stimme eher zu,Stimme eher nicht zu,Stimme eher nicht zu,Stimme zu,Stimme eher zu
Humanmedizin,Vorklinik,CDU,Ich gehe zur Wahl und stimme für eine Partei.,Nein,,Nein,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Stimme zu,Stimme eher zu,Stimme zu,Stimme nicht zu,Stimme eher nicht zu,Stimme nicht zu,Stimme eher nicht zu,Stimme nicht zu,Stimme zu,Stimme zu
Molecular Life Science,Bachelor,DIE LINKE,,N/A,,Ja,Ja,Ja,Ja,Nein,Ja,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Ja,Ja,Nein,Ja,Nein,Stimme zu,Keine Meinung,Stimme zu,Keine Meinung,Stimme zu,Stimme zu,Stimme nicht zu,Keine Meinung,Stimme zu,Stimme eher zu
